"title","console","genre","critic_score","total_sales","na_sales","jp_sales"
"Wallace & Gromit in Project Zoo","GC","Platform","6.6","0.07","0.05",""
"Rayman 3: Hoodlum Havoc","GC","Platform","7.4","0.07","0.05",""
"Disney's Donald Duck Advance","GBA","Platform","6.5","0.07","0.05",""
"Open Season","Wii","Platform","5","0.07","0.06",""
"Sushi Striker: The Way of Sushido","NS","Puzzle","7.9","0.07","0.02","0.03"
"Cooking Mama: Sweet Shop","3DS","Simulation","6","0.07","0.03","0.04"
"FIFA Soccer 2004","GC","Sports","8.2","0.07","0.05",""
"Dave Mirra BMX Challenge","PSP","Sports","3.5","0.07","0.06",""
"Buster Bros. Collection","PS","Puzzle","6.9","0.07","0.04",""
"Bomberman Max 2: Red Advance","GBA","Puzzle","7.5","0.07","0.05",""
"The Rub Rabbits!","DS","Puzzle","7.3","0.07","0.03","0.04"
"Risen 3: Titan Lords Enhanced Edition","PS4","Role-Playing","1","0.07","",""
"Ghost in the Shell: Stand Alone Complex","PSP","Role-Playing","5.7","0.07","0.06",""
"Fable: The Lost Chapters","PC","Role-Playing","8.3","0.07","0.01",""
"Dragon Valor","PS","Role-Playing","6.1","0.07","0.04",""
"Dragoneer's Aria","PSP","Role-Playing","5.2","0.07","0.02","0.05"
"RPG Maker: Fes","3DS","Role-Playing","7","0.07","0.03","0.02"
"Batman: Rise of Sin Tzu","GBA","Action","5.5","0.07","0.05",""
"Alex Rider: Stormbreaker","DS","Action","4","0.07","0.06",""
"Divinity II: Ego Draconis","PC","Role-Playing","6.8","0.07","0.01",""
"Torchlight","PC","Role-Playing","8.4","0.07","",""
"Full Spectrum Warrior: Ten Hammers","PS2","Strategy","5.5","0.07","0.03",""
"Vanguard Bandits","PS","Strategy","6.4","0.07","0.04",""
"Battlezone: Rise of the Black Dogs","N64","Strategy","7.3","0.07","0.06",""
"Army Men: RTS","GC","Strategy","6.9","0.07","0.05",""
"Worms 3D","GC","Strategy","7.5","0.07","0.05",""
"MotorStorm RC","PSV","Racing","8.1","0.07","",""
"Flower, Sun, and Rain","DS","Adventure","5.7","0.07","0.06",""
"Obscure","PS2","Adventure","6.8","0.07","0.03",""
"Classic NES Series: Metroid","GBA","Adventure","5.2","0.07","","0.07"
"Shadowgate 64: Trials of the Four Towers","N64","Adventure","5.4","0.07","0.06",""
"Again","DS","Adventure","6","0.07","0.07","0"
"Second Sight","XB","Adventure","7.8","0.07","0.05",""
"Tomb Raider: Legend","DS","Adventure","6.5","0.07","0.04",""
"BlazBlue: Cross Tag Battle","NS","Fighting","8","0.07","0.04","0.01"
"Ultimate Marvel vs. Capcom 3","X360","Fighting","8.3","0.07","","0.04"
"Boxing","PS","Fighting","5.9","0.07","0.04",""
"Midway Arcade Treasures 3","GC","Misc","6.1","0.07","0.05",""
"Create","PC","Misc","6","0.06","0.04",""
"Rooms: The Main Building","Wii","Adventure","7","0.06","0.05",""
"Broken Sword II: The Smoking Mirror","PS","Adventure","7.3","0.06","0.03",""
"Amazing Island","GC","Strategy","7.1","0.06","0.04",""
"PenPen TriIceLon","DC","Racing","5.8","0.06","","0.06"
"Cartoon Network: Battle Crashers","PS4","Action","1.5","0.06","0.05",""
"Tom Clancy's Splinter Cell: Double Agent","GC","Action","5.6","0.06","0.04",""
"3D Lemmings","PS","Puzzle","7","0.06","0.03",""
"Ivy the Kiwi?","Wii","Puzzle","7.5","0.06","0.04",""
"One Piece: Pirate Warriors 3 - Deluxe Edition","NS","Action","8.5","0.06","","0.05"
"Viewtiful Joe: Red Hot Rumble","GC","Action","6.2","0.06","0.04",""
"Men of War: Assault Squad","PC","Strategy","8","0.06","0.01",""
"BattleBots: Beyond the BattleBox","GBA","Action","5.8","0.06","0.04",""
"MotoGP 10/11","X360","Racing","6","0.06","",""
"Cities XL 2012","PC","Strategy","6","0.06","0.01",""
"Neon Genesis Evangelion","N64","Action","5.6","0.06","","0.06"
"The Saboteur","PC","Action","7.1","0.06","",""
"Brave: A Warrior's Tale","Wii","Action","4.7","0.06","0.05",""
"Vampire Rain: Altered Species","PS3","Action","3.5","0.06","0.05","0"
"Resident Evil - Code: Veronica X","GC","Action","5.6","0.06","0.05",""
"Disney's Magical Quest 2 Starring Mickey and Minnie","GBA","Action","5.6","0.06","0.05",""
"Brave: A Warrior's Tale","X360","Action","4.4","0.06","0.05",""
"Fatal Frame","XB","Action","7.9","0.06","0.04",""
"X-Men: Destiny","DS","Action","2","0.06","0.05",""
"Atelier Iris 2: The Azoth Of Destiny","PS2","Role-Playing","6.8","0.06","0.03",""
"From The Abyss","DS","Role-Playing","7.3","0.06","0.06",""
"Lord of Magna: Maiden Heaven","3DS","Role-Playing","7","0.06","","0.06"
"Cartoon Network: Battle Crashers","3DS","Action","3.5","0.06","0.04",""
"Alien Syndrome","Wii","Role-Playing","5.2","0.06","0.05",""
"Crimson Gem Saga","PSP","Role-Playing","7.3","0.06","0.06",""
"IL-2 Sturmovik: Birds of Prey","DS","Simulation","5","0.06","0.06",""
"Desert Strike Advance","GBA","Simulation","6.8","0.06","0.05",""
"Kabuki Warriors","XB","Action","1","0.06","0.05",""
"Lost Kingdoms II","GC","Role-Playing","6.6","0.06","0.04",""
"Izuna 2: The Unemployed Ninja Returns","DS","Role-Playing","6.9","0.06","0.05",""
"Generation of Chaos","PSP","Role-Playing","5.9","0.06","0.05",""
"RPG Maker 3","PS2","Role-Playing","7","0.06","0.03",""
"Disgaea 1 Complete","NS","Role-Playing","8","0.06","0.03","0.01"
"Octomania","Wii","Puzzle","6.7","0.06","0.06",""
"Bubble Bobble: Old & New","GBA","Puzzle","5.5","0.06","0.04",""
"Mana Khemia: Alchemists of Al-Revis","PS2","Role-Playing","6.6","0.06","0.03",""
"Sudoku Ball Detective","DS","Puzzle","5","0.06","0.06",""
"Dance Dance Revolution: Mario Mix (JP sales)","GC","Simulation","7.5","0.06","","0.05"
"Zoo Tycoon 2","PC","Strategy","7.2","0.06","",""
"Age of Mythology: The Titans","PC","Strategy","8.2","0.06","0.03",""
"Age of Empires Online","PC","Strategy","7","0.06","0.01",""
"Vexx","GC","Platform","6.4","0.06","0.05",""
"Monster Tale","DS","Platform","7.7","0.06","0.06",""
"Kelly Slater's Pro Surfer","GC","Sports","8","0.06","0.05",""
"Aggressive Inline","XB","Sports","9","0.06","0.05",""
"Call of Duty 2","PC","Shooter","7","0.06","0",""
"James Bond 007: Blood Stone","DS","Action","7","0.06","0.05",""
"Rayman: Hoodlum's Revenge","GBA","Platform","6.2","0.06","0.05",""
"LEGO Bionicle","GBA","Platform","6.4","0.06","0.04",""
"Blood Bowl","PC","Sports","6.5","0.06","0.04",""
"Need for Speed: Shift","PC","Racing","8.3","0.06","",""
"Wreckless: ThE YaKuza MisSiOns","GC","Racing","6.4","0.06","0.04",""
"Championship Surfer","PS","Sports","7.2","0.06","0.03",""
"Disney Sports Skateboarding","GC","Sports","2.6","0.06","0.05",""
"Cel Damage","GC","Racing","6","0.06","0.05",""
"Hot Wheels: Burnin' Rubber","GBA","Racing","8","0.06","0.05",""
"FIFA 07 Soccer","DS","Sports","7.5","0.06","0.05",""
"Pro Evolution Soccer 2011","PC","Sports","6","0.06","",""
"NBA Live 07","XB","Sports","6.4","0.06","0.04",""
"Aggressive Inline","GC","Sports","8.9","0.06","0.04",""
"Unreal Tournament III","PC","Shooter","8.4","0.06","",""
"Bionicle Heroes","DS","Shooter","7.8","0.06","0.06",""
"Disney's Chicken Little: Ace In Action","DS","Shooter","6","0.06","0.06",""
"Blur","PC","Racing","8.1","0.06","0.01",""
"Big Bang Mini","DS","Shooter","8","0.06","0.05",""
"Spy Games: Elevator Mission","Wii","Shooter","2","0.06","0.06",""
"Tom Clancy's Rainbow Six 3","GC","Shooter","6.5","0.06","0.04",""
"Asterix and Obelix XXL2","NS","Action-Adventure","6.5","0.06","",""
"Broken Sword: The Shadow of the Templars","GBA","Adventure","8.1","0.06","0.04",""
"Another Code R: A Journey into Lost Memories","Wii","Adventure","5.9","0.06","","0.03"
"S.T.A.L.K.E.R.: Call of Pripyat","PC","Shooter","8","0.06","0",""
"Bomberman Land","PSP","Misc","6.5","0.06","0.06",""
"Intellivision Lives!","GC","Misc","6.4","0.06","0.05",""
"Hail to the Chimp","X360","Misc","7","0.06","0.05",""
"July","DC","Adventure","4.8","0.06","","0.06"
"Catwoman","XB","Action","4.7","0.06","0.04",""
"Warriors Orochi 2","X360","Action","4.6","0.06","0.04","0.01"
"Resident Evil 2","GC","Action","5.9","0.06","0.04",""
"Guilty Gear X: Advance Edition","GBA","Fighting","7.3","0.06","0.04",""
"The Next BIG Thing","PC","Adventure","6.8","0.06","",""
"Zatch Bell! Mamodo Battles","GC","Fighting","7","0.06","0.05",""
"Animorphs: Shattered Reality","PS","Action","3.5","0.06","0.03",""
"Wonder Boy: The Dragon's Trap (Remake)","NS","Platform","7.4","0.05","0.04",""
"Devil's Third","WiiU","Action","3.8","0.05","0.03",""
"Around the World in 80 Days","GBA","Action","3.5","0.05","0.03",""
"Activision Anthology","GBA","Misc","8","0.05","0.03",""
"Double Dragon Advance","GBA","Action","7.9","0.05","0.03",""
"Disney's PK: Out of the Shadows","GC","Platform","4","0.05","0.04",""
"Rave Master","GC","Fighting","6.8","0.05","","0.05"
"Fate/Unlimited Codes Portable","PSP","Fighting","7.6","0.05","","0.05"
"ESPN Great Outdoor Games Bass 2002","GBA","Sports","5.5","0.05","0.03",""
"DuckTales: Remastered","PS3","Platform","8.6","0.05","0.01",""
"Rogue Ops","GC","Action","6.1","0.05","0.04",""
"Blues Brothers 2000","N64","Platform","4.9","0.05","0.04",""
"Capcom vs. SNK: Millennium Fight 2000 Pro","DC","Fighting","6.9","0.05","","0.05"
"TNA iMPACT: Cross the Line","PSP","Fighting","3.5","0.05","0.05",""
"Rock of the Dead","X360","Shooter","5","0.05","0.04",""
"Bad Boys: Miami Takedown","GC","Shooter","4.3","0.05","0.03",""
"The Typing of the Dead","DC","Shooter","8.6","0.05","","0.05"
"Rez","PS2","Shooter","9","0.05","0.03",""
"Singularity","PC","Shooter","7.5","0.05","",""
"Moon","DS","Shooter","6.7","0.05","0.04",""
"Philosoma","PS","Shooter","5","0.05","0.03",""
"Legend of Kay","PS2","Action","7.2","0.05","0.03",""
"Jenga World Tour","Wii","Misc","2","0.05","0.05",""
"Activision Hits: Remixed","PSP","Misc","7.4","0.05","0.05",""
"Shrek Super Party","GC","Misc","4.9","0.05","0.04",""
"Disney's Party","GC","Misc","4.4","0.05","0.04",""
"Sega 3D Classics Collection","3DS","Misc","7","0.05","0.05",""
"Second Sight","GC","Adventure","7.9","0.05","0.04",""
"Back to the Future: The Game","Wii","Adventure","7","0.05","0.05",""
"LEGO Indiana Jones 2: The Adventure Continues","PC","Adventure","6.8","0.05","0.02",""
"Major Minor's Majestic March","Wii","Misc","4.5","0.05","0.05",""
"Hail to the Chimp","PS3","Misc","7","0.05","0.05",""
"World Series of Poker: Tournament of Champions 2007 Edition","Wii","Misc","4.6","0.05","0.04",""
"Cartoon Network Block Party","GBA","Misc","4","0.05","0.03",""
"World Series of Poker","GC","Misc","4.7","0.05","0.04",""
"Unsolved Crimes","DS","Adventure","6","0.05","0.04",""
"LEGO Harry Potter: Years 1-4","PC","Adventure","8.2","0.05","0.04",""
"King Arthur","XB","Adventure","6.5","0.05","0.04",""
"The Sims","PC","Simulation","8.9","0.05","0.01",""
"Drill Dozer","GBA","Platform","7.9","0.05","0.04",""
"Death Jr. II: Root of Evil","PSP","Platform","6.9","0.05","0.05",""
"Owlboy","NS","Platform","9","0.05","0.03",""
"Air Conflicts: Aces of World War II","PSP","Simulation","3.3","0.05","0.05",""
"Zapper: One Wicked Cricket!","XB","Platform","5.2","0.05","0.04",""
"Hellblade: Senua's Sacrifice","PS4","Action-Adventure","8.3","0.05","0.03",""
"Top Spin 2","DS","Sports","5.2","0.05","0.05",""
"NBA 2K","DC","Sports","8.9","0.05","","0.05"
"IL-2 Sturmovik: Cliffs of Dover","PC","Simulation","5","0.05","",""
"Air Traffic Chaos","DS","Simulation","6.8","0.05","0.05",""
"Armored Core: Formula Front Extreme Battle","PSP","Simulation","6.7","0.05","0.05",""
"Bottom of the 9th '99","PS","Sports","5","0.05","0.03",""
"All Star Tennis 99","N64","Sports","5.1","0.05","0.04",""
"2002 FIFA World Cup","GC","Sports","7.4","0.05","0.04",""
"FIFA Soccer 2004","GBA","Sports","8.5","0.05","0.04",""
"Virtua Striker 2002","GC","Sports","6.6","0.05","0.01","0.03"
"American Bass Challenge","GBA","Sports","6.7","0.05","0.03",""
"FIFA Soccer 2003","GBA","Sports","6.9","0.05","0.04",""
"Ivy the Kiwi?","DS","Puzzle","7.3","0.05","0.04",""
"Super Bubble Pop","GC","Puzzle","4.2","0.05","0.04",""
"ZooCube","GBA","Puzzle","8.6","0.05","0.03",""
"Barnyard","GBA","Action","5.6","0.05","0.03",""
"The Grim Adventures Of Billy & Mandy","Wii","Action","6.6","0.05","0.04",""
"Fatal Frame II: Crimson Butterfly Director's Cut","XB","Action","8.7","0.05","0.04",""
"Captain America: Super Soldier","Wii","Action","6","0.05","0.05",""
"F1 2010","PC","Racing","8","0.05","",""
"GRID","DS","Racing","7.9","0.05","0.04",""
"Need for Speed Carbon","PC","Racing","7.9","0.05","",""
"Battle Chasers: Nightwar","NS","Role-Playing","8.5","0.05","0.03",""
"Venetica","PC","Role-Playing","6","0.05","",""
"Summoner: A Goddess Reborn","GC","Role-Playing","8","0.05","0.04",""
"I am Setsuna","NS","Role-Playing","7","0.05","","0.05"
"DiRT 2","PC","Racing","9","0.05","",""
"Black Sigil: Blade of the Exiled","DS","Role-Playing","6","0.05","0.05",""
"GrimGrimoire","PS2","Strategy","7.7","0.05","0.01","0.03"
"Worms Reloaded","PC","Strategy","8.5","0.05","",""
"Dual Hearts","PS2","Role-Playing","7.5","0.05","0.03",""
"Medabots: Infinity","GC","Role-Playing","5.4","0.05","0.04",""
"Rhapsody: A Musical Adventure","DS","Role-Playing","6.7","0.05","0.05",""
"The Nightmare of Druaga: Fushigino Dungeon","PS2","Role-Playing","6.4","0.05","0.03",""
"Hunted: The Demon's Forge","PC","Role-Playing","6.1","0.05","0.03",""
"Monster 4x4: Masters of Metal","GC","Racing","5.1","0.05","0.04",""
"The Lord of the Rings: The Battle for Middle-Earth II","X360","Strategy","8","0.05","",""
"Ys: The Ark of Napishtim","PSP","Role-Playing","6.1","0.05","0.04",""
"Assassin's Creed: Altair's Chronicles","DS","Action","5.7","0.05","0.03",""
"MLB SlugFest 20-04","GC","Sports","8","0.04","0.03",""
"The Ant Bully","GBA","Platform","5.2","0.04","0.03",""
"Scaler","GC","Platform","7.3","0.04","0.03",""
"Company of Heroes","PC","Strategy","9.4","0.04","",""
"Supreme Commander","PC","Strategy","8.7","0.04","",""
"James Cameron's Avatar: The Game","PC","Action","6.4","0.04","",""
"Pocket Pool","PSP","Action","3.4","0.04","0.04",""
"Sine Mora EX","NS","Action","8","0.04","",""
"Empire Earth III","PC","Strategy","4.8","0.04","",""
"Rhapsody: A Musical Adventure","PS","Role-Playing","6.7","0.04","0.02",""
"East India Company","PC","Strategy","7.4","0.04","0.03",""
"Patrician IV","PC","Strategy","6.7","0.04","0.03",""
"Boktai 2: Solar Boy Django","GBA","Role-Playing","7.9","0.04","0.03",""
"Supreme Commander: Forged Alliance","PC","Strategy","8.1","0.04","0.01",""
"Tropico 3","PC","Strategy","8.1","0.04","",""
"Mana Khemia: Alchemists of Al-Revis (JP sales)","PS2","Role-Playing","6.6","0.04","","0.04"
"Breath of Fire III","PSP","Role-Playing","6","0.04","0",""
"Lost Sphear","NS","Role-Playing","6.5","0.04","","0.02"
"Advance Guardian Heroes","GBA","Role-Playing","7","0.04","0.03",""
"Langrisser: Re:Incarnation Tensei","3DS","Role-Playing","1.5","0.04","0.03","0.01"
"Chaos Wars","PS2","Strategy","6.8","0.04","","0.04"
"Metal Gear Solid: Digital Graphic Novel","PSP","Misc","7.6","0.04","0.02","0.02"
"Bomberman: Act Zero","X360","Puzzle","3.5","0.04","0.04",""
"Fading Shadows","PSP","Puzzle","7","0.04","0.03",""
"Meteos: Disney Magic","DS","Puzzle","7.3","0.04","0.01",""
"Big Mutha Truckers","GBA","Racing","5","0.04","0.03",""
"Napoleon Dynamite: The Game","PSP","Puzzle","4.3","0.04","0.03",""
"Steambot Chronicles","PS2","Role-Playing","7.2","0.04","0.02",""
"Denki Blocks!","GBA","Puzzle","8","0.04","0.03",""
"Ballistic","PS","Puzzle","7.9","0.04","0.02",""
"GRID","PC","Racing","8.7","0.04","",""
"Chessmaster","GBA","Misc","7.5","0.04","0.03",""
"You Don't Know Jack","PC","Misc","9.2","0.04","0.04",""
"Blade Strangers","NS","Fighting","8.3","0.04","0.03",""
"PlayStation Move Ape Escape","PS3","Party","4","0.04","",""
"Pure Farming 2018","PS4","Simulation","7","0.04","0.02",""
"Heatseeker","PSP","Simulation","4.8","0.04","0.04",""
"Assassin's Creed Rogue Remastered","XOne","Action-Adventure","6","0.04","",""
"Monster Boy and the Cursed Kingdom","NS","Action-Adventure","8","0.04","0.03",""
"Adventure Time: Explore the Dungeon Because I Don't Know!","WiiU","Action-Adventure","2.8","0.04","0.02",""
"RollerCoaster Tycoon","PC","Simulation","8.7","0.04","0.02",""
"King Arthur","GC","Adventure","6.6","0.04","0.03",""
"Doom","PC","Shooter","8","0.04","0.04",""
"Dark Arena","GBA","Shooter","6.8","0.04","0.03",""
"The Movies","PC","Simulation","8.2","0.04","0.01",""
"Bionicle Heroes","Wii","Shooter","4.7","0.04","0.03",""
"Halo: Combat Evolved","PC","Shooter","8.6","0.04","0.02",""
"Conflict: Desert Storm II - Back to Bagdhad","GC","Shooter","6.9","0.04","0.03",""
"Castle of Shikigami III","Wii","Shooter","7.2","0.04","0.04",""
"Wolfenstein","PC","Shooter","6.5","0.04","0.01",""
"Jerry Rice and Nitus' Dog Football","Wii","Sports","7","0.04","0.04",""
"Stoked: Big Air Edition","X360","Sports","8.6","0.04","0.02",""
"Evolution Skateboarding","GC","Sports","4.8","0.04","0.03",""
"Doom II","GBA","Shooter","8.1","0.04","0.03",""
"Prey","PC","Shooter","8.5","0.04","",""
"Metal Slug XX","PSP","Shooter","6.9","0.04","0.03",""
"Tom Clancy's Ghost Recon Wildlands","PC","Shooter","7.4","0.04","",""
"C.O.R.E.","DS","Shooter","4.4","0.04","0.03",""
"Mafia","PC","Action","9.2","0.04","",""
"Trine 2: Director's Cut","WiiU","Platform","7.8","0.04","",""
"FIFA World Cup Germany 2006","DS","Sports","7.3","0.04","0.03",""
"Adidas Power Soccer","PS","Sports","7","0.04","0.02",""
"Aegis of Earth: Protonovus Assault","PS4","Action","4","0.04","0.03",""
"Dead Head Fred","PSP","Action","7.6","0.04","0.04",""
"The Invincible Iron Man","GBA","Action","6.4","0.04","0.03",""
"Saints Row 2","PC","Action","6.6","0.04","",""
"Astro Boy: The Video Game","PSP","Action","7","0.04","0.04",""
"All Points Bulletin","PC","Action","7","0.04","",""
"Justice League: Chronicles","GBA","Platform","3.5","0.04","0.03",""
"Grand Theft Auto: Vice City","PC","Action","9","0.04","",""
"Catwoman","GBA","Platform","6.1","0.04","0.03",""
"Hot Potato!","GBA","Action","7.7","0.04","0.03",""
"Dragon Ball: Advanced Adventure","GBA","Action","7.7","0.04","0.03",""
"Max Payne","GBA","Action","7.8","0.03","0.02",""
"Jet Grind Radio","GBA","Action","7.1","0.03","0.02",""
"Bully: Scholarship Edition","PC","Action","6.6","0.03","0",""
"Charlie Blasts Territory","N64","Action","5.9","0.03","0.02",""
"Star Wars: The Force Unleashed II","PC","Action","6.2","0.03","0.03",""
"Gekido Advance: Kintaro's Revenge","GBA","Action","7.7","0.03","0.02",""
"Castlevania: Lords of Shadow - Reverie","PSN","Action","7","0.03","0.02",""
"Buffy the Vampire Slayer: Wrath of the Darkhul King","GBA","Action","4.6","0.03","0.02",""
"RoadKill","GC","Action","7.7","0.03","0.02",""
"007: Quantum of Solace","PC","Action","7.1","0.03","0.01",""
"Disney's Hide & Sneak","GC","Action","4.7","0.03","0.03",""
"Red Faction: Guerrilla","PC","Shooter","8.3","0.03","",""
"Max Payne 2: The Fall of Max Payne","PC","Shooter","9.1","0.03","",""
"Greg Hastings' Tournament Paintball Max'd","GBA","Shooter","2.2","0.03","0.02",""
"Gotcha Force","GC","Shooter","5.8","0.03","0.01","0.01"
"Batman Forever: The Arcade Game","PS","Action","5.2","0.03","0.02",""
"Metal Gear Solid: Snake Eater 3D","3DS","Action","7.9","0.03","0.03",""
"Crouching Tiger, Hidden Dragon","GBA","Action","5.9","0.03","0.02",""
"Code of  Princess EX","NS","Action","7.2","0.03","0.02","0.01"
"Hitman: Blood Money","PC","Action","8","0.03","",""
"Radiant Silvergun","SAT","Shooter","9","0.03","","0.03"
"S.T.A.L.K.E.R.: Clear Sky","PC","Shooter","7","0.03","0",""
"Red Faction II","GC","Shooter","8.1","0.03","0.03",""
"The Sum of All Fears","GC","Shooter","3.2","0.03","0.03",""
"Ratatouille","PC","Platform","6","0.03","0.01",""
"Klonoa 2: Dream Champ Tournament","GBA","Platform","8.1","0.03","0.02",""
"Starshot: Space Circus Fever","N64","Platform","5.2","0.03","0.02",""
"CT Special Forces","GBA","Action","5.9","0.03","0.02",""
"Dr. Muto","GC","Platform","7.5","0.03","0.02",""
"Earthworm Jim 2","GBA","Platform","4.7","0.03","0.02",""
"Alienators: Evolution Continues","GBA","Action","7","0.03","0.03",""
"The Flintstones: Big Trouble in Bedrock","GBA","Platform","4","0.03","0.02",""
"Rayman 3: Hoodlum Havoc","PC","Platform","8.2","0.03","",""
"Disney's Aladdin","GBA","Platform","5.9","0.03","0.02",""
"Open Season","PS2","Platform","6.4","0.03","0.01",""
