"img","title","console","genre","publisher","developer","critic_score","total_sales","na_sales","jp_sales","pal_sales","other_sales","release_date","last_update"
"/games/boxart/full_2666802AmericaFrontccc.jpg","Metal Gear Solid 3: Snake Eater","PS2","Action-Adventure","Konami","KCEJ / Kojima Productions","9","","","","","","2004-11-17","2023-08-05"
"/games/boxart/full_8193629AmericaFrontccc.jpg","The Legend of Zelda: Majora's Mask 3D","3DS","Action-Adventure","Nintendo","GREZZO","9","","","","","","2015-02-13","2018-01-31"
"/games/boxart/full_5986308AmericaFrontccc.jpg","The Legend of Zelda: The Wind Waker","WiiU","Action-Adventure","Nintendo","Nintendo EAD","9.3","","","","","","2013-10-04","2018-03-20"
"/games/boxart/full_879664AmericaFrontccc.jpg","Sleeping Dogs","PC","Action-Adventure","Square Enix","United Front Games","8.5","","","","","","2012-08-14","2018-03-07"
"/games/boxart/full_1041494AmericaFrontccc.jpg","The Legend of Zelda: Breath of the Wild","WiiU","Action-Adventure","Nintendo","Nintendo EPD","10","","","","","","2017-03-03","2018-11-19"
"/games/boxart/full_3000429AmericaFrontccc.png","The Legend of Zelda: Twilight Princess HD","WiiU","Action-Adventure","Nintendo","Tantalus Interactive","8.4","","","","","","2016-03-04","2018-03-20"
"/games/boxart/full_9598979AmericaFrontccc.jpg","Metal Gear Solid V: Ground Zeroes","PC","Action-Adventure","Konami Digital Entertainment","Kojima Productions","8.5","","","","","","2014-12-18","2018-03-22"
"/games/boxart/full_4976640AmericaFrontccc.jpg","Mafia III","PC","Action-Adventure","2K Games","Hangar 13","6.5","","","","","","2016-10-07","2018-04-02"
"/games/boxart/full_4239517AmericaFrontccc.jpg","Darksiders II","PC","Action-Adventure","THQ","Vigil Games","7.8","","","","","","2012-08-14","2018-03-14"
"/games/boxart/full_5050363AmericaFrontccc.jpg","Terraria","X360","Action-Adventure","505 Games","Engine Software","7.8","","","","","","2013-03-27","2018-03-19"
"/games/boxart/full_alan-wake-the-signal_6AmericaFront.jpg","Alan Wake: The Signal","XBL","Action-Adventure","Microsoft Game Studios","Remedy Entertainment","7.6","","","","","","2010-07-27","2018-10-01"
"/games/boxart/full_alan-wake-the-writer_3AmericaFront.jpg","Alan Wake: The Writer","XBL","Action-Adventure","Microsoft Game Studios","Remedy Entertainment","7","","","","","","2010-10-12","2018-10-01"
"/games/boxart/full_614027AmericaFrontccc.png","Attack of the Friday Monsters! A Tokyo Tale","3DS","Action-Adventure","Level 5","Millenium Kitchen","7.8","","","","","","2013-07-18","2018-04-11"
"/games/boxart/full_siren-blood-curse-episodes-5-8_7AmericaFront.jpg","Siren: Blood Curse Episodes 5-8","PSN","Action-Adventure","Sony Computer Entertainment","SCE Japan Studio","8","","","","","","2008-07-23","2018-09-17"
"/games/boxart/full_siren-blood-curse-episodes-9-12_8AmericaFront.jpg","Siren: Blood Curse Episodes 9-12","PSN","Action-Adventure","Sony Computer Entertainment","SCE Japan Studio","8","","","","","","2008-07-23","2018-09-17"
"/games/boxart/full_663982AmericaFrontccc.jpg","Assassin's Creed III Remastered","PS4","Action-Adventure","Ubisoft","Ubisoft","8","","","","","","2019-03-29","2019-03-22"
"/games/boxart/full_8772094AmericaFrontccc.jpg","Iconoclasts","PC","Action-Adventure","Bifrost Entertainment","Joakim Sandberg","9.5","","","","","","2018-01-23","2018-01-23"
"/games/boxart/full_5506612AmericaFrontccc.jpg","Shenmue I & II","PC","Action-Adventure","Sega","Sega","5.5","","","","","","2018-08-21","2018-07-28"
"/games/boxart/full_5289986PALFrontccc.jpg","Shenmue III","PS4","Action-Adventure","Deep Silver","Ys Net","6.7","","","","","","2019-11-19","2019-04-07"
"/games/boxart/full_3157286AmericaFrontccc.jpg","Shenmue III","PC","Action-Adventure","Deep Silver","Ys Net","5.9","","","","","","2019-11-19","2019-04-07"
"/games/boxart/full_8311097AmericaFrontccc.jpg","Star Wars Jedi: Fallen Order","PS4","Action-Adventure","Electronic Arts","Respawn Entertainment","6.6","","","","","","2019-11-15","2019-04-13"
"/games/boxart/full_2833210AmericaFrontccc.jpg","The Walking Dead: Saints and Sinners","PC","Action-Adventure","Skydance Interactive","Skydance Interactive","8.5","","","","","","2020-01-23","2019-10-05"
"/games/boxart/full_9868530AmericaFrontccc.png","TumbleSeed","NS","Action-Adventure","aeiowu","Team TumbleSeed","7","","","","","","2017-05-02","2018-01-11"
"/games/boxart/full_8608465AmericaFrontccc.jpg","Super Smash Bros. Ultimate","NS","Fighting","Nintendo","Bandai Namco Games","9.4","","","","","","2018-12-07","2022-10-02"
"/games/boxart/full_4169332AmericaFrontccc.jpg","Super Smash Bros. Brawl","Wii","Fighting","Nintendo","Project Sora","9.2","","","","","","2008-03-09",""
"/games/boxart/full_4463374AmericaFrontccc.jpg","Super Smash Bros. for 3DS","3DS","Fighting","Nintendo","Bandai Namco Games","8.4","","","","","","2014-10-03","2018-04-11"
"/games/boxart/full_tekken-3_687AmericaFront.jpg","Tekken 3","PS","Fighting","Namco","Namco","9.6","","","","","","1998-04-29",""
"/games/boxart/full_404087AmericaFrontccc.jpg","Super Smash Bros. Melee","GC","Fighting","Nintendo","HAL Laboratory","9.2","","","","","","2001-12-02",""
"/games/boxart/full_9832080AmericaFrontccc.jpg","Tekken 5","PS2","Fighting","Namco","Namco","9","","","","","","2005-02-24",""
"/games/boxart/full_4987723AmericaFrontccc.jpg","Super Smash Bros.","N64","Fighting","Nintendo","HAL Laboratory","8.4","","","","","","1999-04-26","2018-04-11"
"/games/boxart/full_8573628AmericaFrontccc.jpg","Super Smash Bros. for Wii U","WiiU","Fighting","Nintendo","Bandai Namco Games","9.2","","","","","","2014-11-21","2018-04-12"
"/games/boxart/full_street-fighter-ii-turbo_9AmericaFront.jpg","Street Fighter II Turbo","SNES","Fighting","Capcom","Capcom","9","","","","","","1993-08-01",""
"/games/boxart/full_8209665AmericaFrontccc.jpg","Tekken: Dark Resurrection","PSP","Fighting","Namco Bandai","8ing/Raizing","8.7","","","","","","2006-07-25",""
"/games/boxart/full_6306253AmericaFrontccc.jpg","Tekken 6","PS3","Fighting","Namco Bandai","Namco Bandai Games","7.9","","","","","","2009-10-27",""
"/games/boxart/full_6879421AmericaFrontccc.jpg","Street Fighter 6","All","Fighting","Capcom","Capcom","9.1","","","","","","2023-06-02","2022-06-02"
"/games/boxart/full_84620AmericaFrontccc.png","ARMS","NS","Fighting","Nintendo","Nintendo EPD","7.9","","","","","","2017-06-16","2018-11-19"
"/games/boxart/full_4024693AmericaFrontccc.jpg","Dragon Ball FighterZ","NS","Fighting","Bandai Namco Entertainment","Arc System Works","9","","","","","","2018-09-28","2018-06-12"
"/games/boxart/9098869ccc.jpg","Dead or Alive 3","XB","Fighting","Tecmo","Team Ninja","8.3","","","","","","2001-11-14",""
"/games/boxart/full_2783261AmericaFrontccc.jpg","Dissidia: Final Fantasy","PSP","Fighting","Square Enix","Square Enix","8.1","","","","","","2009-08-25",""
"/games/boxart/full_6000038AmericaFrontccc.jpg","Tekken 6","X360","Fighting","Namco Bandai","Namco Bandai Games","7.8","","","","","","2009-10-27",""
"/games/boxart/9478555ccc.jpg","Virtua Fighter 4","PS2","Fighting","Sega","Sega-AM2","9.3","","","","","","2002-03-17",""
"/games/boxart/full_5830525AmericaFrontccc.jpg","SoulCalibur IV","X360","Fighting","Namco Bandai","Project Soul","8.3","","","","","","2008-07-29",""
"/games/boxart/full_5860515AmericaFrontccc.jpg","SoulCalibur II","PS2","Fighting","Namco","Namco","9.1","","","","","","2003-08-27",""
"/games/boxart/full_5732911AmericaFrontccc.jpg","SoulCalibur IV","PS3","Fighting","Namco Bandai","Project Soul","8.4","","","","","","2008-07-29",""
"/games/boxart/full_4871038AmericaFrontccc.jpg","SoulCalibur III","PS2","Fighting","Namco","Namco","8.5","","","","","","2005-10-25",""
"/games/boxart/full_super-street-fighter-iv-3d-edition_316AmericaFront.jpg","Super Street Fighter IV: 3D Edition","3DS","Fighting","Capcom","Capcom","8.5","","","","","","2011-03-27",""
"/games/boxart/full_3590570JapanFrontccc.jpg","Naruto Shippuden: Ultimate Ninja Storm Trilogy","NS","Fighting","Bandai Namco Entertainment","CyberConnect2","7.5","","","","","","2018-04-26","2018-05-20"
"/games/boxart/1244541ccc.jpg","Dead or Alive 4","X360","Fighting","Tecmo","Team Ninja","8.6","","","","","","2005-12-29",""
"/games/boxart/full_8288592AmericaFrontccc.png","Pokken Tournament DX","NS","Fighting","Nintendo","Namco Bandai Games","8","","","","","","2017-09-22","2018-01-01"
"/games/boxart/full_3625572AmericaFrontccc.jpg","Tekken 6","PSP","Fighting","Namco Bandai","Namco Bandai Games","8.2","","","","","","2009-11-24",""
"/games/boxart/full_6109149AmericaFrontccc.jpg","Super Street Fighter IV","PS3","Fighting","Capcom","Capcom / Dimps Corporation","9.3","","","","","","2010-04-27",""
"/games/boxart/full_4331645AmericaFrontccc.jpg","Punch-Out!!","Wii","Fighting","Nintendo","Next Level Games","8.7","","","","","","2009-05-18",""
"/games/boxart/full_naruto-shippuden-ultimate-ninja-storm-2_10AmericaFront.jpg","Naruto Shippuden: Ultimate Ninja Storm 2","PS3","Fighting","Namco Bandai","CyberConnect2","7.3","","","","","","2010-10-19",""
"/games/boxart/full_8380865AmericaFrontccc.jpg","Pokken Tournament","WiiU","Fighting","Nintendo","Namco Bandai Games","7.6","","","","","","2016-03-18","2018-01-24"
"/games/boxart/3711225ccc.jpg","SoulCalibur","DC","Fighting","Namco","Namco","9.6","","","","","","1999-09-09",""
"/games/boxart/1455581ccc.jpg","Street Fighter Alpha 3","PS","Fighting","Capcom","Capcom","8.4","","","","","","1999-04-30",""
"/games/boxart/full_7759006AmericaFrontccc.jpg","Tekken","PS","Fighting","Namco","Namco","8.3","","","","","","1995-11-08",""
"/games/boxart/full_6262404AmericaFrontccc.jpg","Super Street Fighter IV","X360","Fighting","Capcom","Capcom / Dimps Corporation","9.2","","","","","","2010-04-27",""
"/games/boxart/full_super-street-fighter-iv-arcade-edition_252AmericaFront.jpg","Super Street Fighter IV: Arcade Edition","PS3","Fighting","Capcom","Capcom / Dimps Corporation","8.1","","","","","","2011-06-28",""
"/games/boxart/1947782ccc.jpg","Dragon Ball Z: Shin Budokai","PSP","Fighting","Atari","Dimps Corporation","7.4","","","","","","2006-03-07",""
"/games/boxart/full_2074570AmericaFrontccc.jpg","Naruto: Ultimate Ninja Heroes","PSP","Fighting","Namco Bandai","CyberConnect2","7","","","","","","2007-08-28","2020-11-19"
"/games/boxart/full_super-street-fighter-iv-arcade-edition_32AmericaFront.jpg","Super Street Fighter IV: Arcade Edition","X360","Fighting","Capcom","Capcom / Dimps Corporation","8.6","","","","","","2011-06-28",""
"/games/boxart/full_dead-or-alive-dimensions_835AmericaFront.jpg","Dead or Alive: Dimensions","3DS","Fighting","Tecmo Koei","Team Ninja","7.8","","","","","","2011-05-24",""
"/games/boxart/full_3993795AmericaFrontccc.jpg","Dragon Ball Z: Shin Budokai - Another Road","PSP","Fighting","Atari","Dimps Corporation","7.2","","","","","","2007-03-20",""
"/games/boxart/full_7075090AmericaFrontccc.jpg","Brawlout","NS","Fighting","Merge Games","Angry Mob Games","6.2","","","","","","2018-06-26","2018-02-22"
"/games/boxart/full_3d-classics-urban-champion_28JapanFront.jpg","3D Classics: Urban Champion","3DS","Fighting","Nintendo","Nintendo","2.5","","","","","","2011-08-18",""
"/games/boxart/full_blazblue-calamity-trigger-portable_0AmericaFront.jpg","BlazBlue: Calamity Trigger Portable","PSN","Fighting","Aksys Games","Arc System Works","7.9","","","","","","2010-04-01",""
"/games/boxart/9208486ccc.gif","Capcom vs. SNK Pro","PS","Fighting","Capcom","Capcom","7.7","","","","","","2002-08-14",""
"/games/boxart/full_8544979AmericaFrontccc.jpg","Cyber Troopers Virtual-On: Oratorio Tangram","DC","Fighting","Activision","Sega-AM3","8.2","","","","","","2000-06-01",""
"/games/boxart/full_6683384AmericaFrontccc.jpg","Cyber Troopers Virtual-On: Oratorio Tangram Ver. 5.66","XBL","Fighting","Sega","Sega-AM2","7","","","","","","2009-04-29",""
"/games/boxart/full_2507760JapanFrontccc.jpg","Cyberbots: Fullmetal Madness","SAT","Fighting","Capcom","Capcom","5.9","","","","","","1997-03-28",""
"/games/boxart/full_1932606AmericaFrontccc.png","Darkstalkers Chronicle: The Chaos Tower","PSN","Fighting","Capcom","Capcom","7.5","","","","","","2009-10-28",""
"/games/boxart/full_deadliest-warrior-legends_365AmericaFront.jpg","Deadliest Warrior: Legends","PSN","Fighting","Unknown","Pipeworks Software, Inc.","5.5","","","","","","2011-07-26",""
"/games/boxart/full_deadliest-warrior-legends_345AmericaFront.jpg","Deadliest Warrior: Legends","XBL","Fighting","Unknown","Pipeworks Software, Inc.","6.5","","","","","","2011-07-06",""
"/games/boxart/full_1093918AmericaFrontccc.png","Def Jam Fight for NY: The Takeover","PSN","Fighting","Electronic Arts","Aki Corp.","8","","","","","","2009-09-30",""
"/games/boxart/full_8274944AmericaFrontccc.jpg","Digimon Battle Spirit","GBA","Fighting","Bandai","Bandai","6.3","","","","","","2003-01-13",""
"/games/boxart/full_dissidia-012-duodecim-final-fantasy_308AmericaFront.jpg","Dissidia 012: Duodecim Final Fantasy","PSN","Fighting","Square Enix","Square Enix","8.3","","","","","","2011-03-22",""
"/games/boxart/full_7137891AmericaFrontccc.png","Dissidia: Final Fantasy","PSN","Fighting","Square Enix","Square Enix","8.1","","","","","","2009-11-04",""
"/games/boxart/1730354ccc.jpg","Dynamite Cop!","DC","Fighting","Sega","Sega-AM1","5.8","","","","","","1999-11-03",""
"/games/boxart/8814123ccc.jpg","ECW Hardcore Revolution","DC","Fighting","Acclaim Entertainment","Acclaim Entertainment","4.8","","","","","","2000-02-29",""
"/games/boxart/full_fatal-fury-special_357AmericaFront.jpg","Fatal Fury Special","VC","Fighting","D4 Enterprise","SNK Corporation","8","","","","","","2010-03-01",""
"/games/boxart/4337318ccc.jpg","Fatal Fury: Mark of the Wolves","DC","Fighting","Agetec","SNK Corporation","8.8","","","","","","2001-11-23",""
"/games/boxart/full_2708546AmericaFrontccc.png","Fate/Unlimited Codes","PSN","Fighting","Capcom","Eighting","7.6","","","","","","2009-09-03",""
"/games/boxart/full_9381143AmericaFrontccc.png","Fight Night Round 3","PSN","Fighting","EA Sports","EA Chicago","7.2","","","","","","2009-09-30",""
"/games/boxart/full_fire-prowrestling-2_6AmericaFront.jpg","Fire ProWrestling 2","GBA","Fighting","BAM! Entertainment","Spike","7.8","","","","","","2002-09-23",""
"/games/boxart/full_9131951JapanFrontccc.jpg","Frame Gride","DC","Fighting","From Software","From Software","8.6","","","","","","1999-07-15",""
"/games/boxart/full_2324897AmericaFrontccc.jpg","Garou: Mark of the Wolves","XBL","Fighting","SNK Playmore","SNK Playmore Corporation","7.8","","","","","","2009-06-24",""
"/games/boxart/full_2193497AmericaFrontccc.jpg","Godzilla Unleashed","PS2","Fighting","Atari","Pipeworks Software, Inc.","4.3","","","","","","2007-11-20",""
"/games/boxart/full_2591890AmericaFrontccc.jpg","Guilty Gear Judgment","PSN","Fighting","Majesco","Arc System Works","7.5","","","","","","2008-10-02",""
"/games/boxart/full_7277671JapanFrontccc.jpg","Guilty Gear X","DC","Fighting","Sammy Corporation","Arc System Works","8.7","","","","","","2000-12-14",""
"/games/boxart/full_3572890AmericaFrontccc.png","Guilty Gear XX Accent Core Plus","PSN","Fighting","Aksys Games","Arc System Works","7.6","","","","","","2009-09-30",""
"/games/boxart/4672705ccc.jpg","Jojo's Bizarre Adventure","DC","Fighting","Capcom","Capcom","8.1","","","","","","2000-01-01",""
"/games/boxart/full_1080927AmericaFrontccc.jpg","Marvel vs. Capcom 2","XBL","Fighting","Capcom","Backbone Emeryville","8.3","","","","","","2009-07-29",""
"/games/boxart/full_3046852AmericaFrontccc.png","Marvel vs. Capcom 2","PSN","Fighting","Capcom","Backbone Emeryville","8.6","","","","","","2009-08-13",""
"/games/boxart/503925ccc.jpg","Mortal Kombat Gold","DC","Fighting","Midway Games","Eurocom Entertainment Software","5.7","","","","","","1999-08-31",""
"/games/boxart/full_mortal-kombat-vs-dc-universe_95AmericaFront.jpg","Mortal Kombat vs DC Universe","PSN","Fighting","Midway Games","Midway","7.7","","","","","","2011-11-01",""
"/games/boxart/full_mortal-kombat-arcade-kollection_788AmericaFront.jpg","Mortal Kombat: Arcade Kollection","XBL","Fighting","Unknown","NetherRealm Studios / Other Ocean Interactive","5","","","","","","2011-08-31",""
"/games/boxart/full_mortal-kombat-arcade-kollection_950AmericaFront.jpg","Mortal Kombat: Arcade Kollection","PSN","Fighting","Unknown","NetherRealm Studios / Other Ocean Interactive","5","","","","","","2011-08-30",""
"/games/boxart/full_9754246AmericaFrontccc.jpg","Mortal Kombat: Armageddon","XB","Fighting","Midway Games","Midway Games","7.5","","","","","","2006-10-11",""
"/games/boxart/full_one_9PALFront.jpg","One","NGage","Fighting","Nokia","Digital Legends Entertainment","6.8","","","","","","2005-10-13",""
"/games/boxart/977458ccc.jpg","Plasma Sword: Nightmare of Bilstein","DC","Fighting","Capcom","Capcom","5.7","","","","","","2000-03-31",""
"/games/boxart/6060819ccc.jpg","Power Stone 2","DC","Fighting","Capcom","Capcom","8.8","","","","","","2000-08-23",""
"/games/boxart/2301039ccc.jpg","Project Justice","DC","Fighting","Capcom","Capcom","7.9","","","","","","2001-05-16",""
"/games/boxart/692934ccc.jpg","Psychic Force 2012","DC","Fighting","Acclaim Entertainment","Taito Corporation","6.6","","","","","","1999-10-31",""
"/games/boxart/full_6016238AmericaFrontccc.jpg","Punch-Out!! Featuring Mr. Dream","VC","Fighting","Nintendo","Nintendo IRD","9","","","","","","2007-04-16",""
"/games/boxart/full_rag-doll-kung-fu_778AmericaFront.png","Rag Doll Kung Fu","PC","Fighting","Valve","Mark Healey","7","","","","","","2005-10-12",""
"/games/boxart/full_rag-doll-kung-fu-fists-of-plastic_8AmericaFront.jpg","Rag Doll Kung Fu: Fists of Plastic","PSN","Fighting","Sony Computer Entertainment","Tarsier Studios","6.2","","","","","","2009-04-09",""
"/games/boxart/full_2579677AmericaFrontccc.jpg","Rage of the Gladiator","WW","Fighting","Ghostfire Games","Ghostfire Games","8","","","","","","2010-03-15",""
"/games/boxart/1510172ccc.jpg","Sonic Battle","GBA","Fighting","THQ","Sonic Team/Dimps Corporation","7.9","","","","","","2004-01-05","2018-02-05"
"/games/boxart/2680469ccc.jpg","Soul Fighter","DC","Fighting","Mindscape","Toka","4.1","","","","","","1999-10-31",""
"/games/boxart/full_372292AmericaFrontccc.jpg","SoulCalibur","XBL","Fighting","Namco Bandai Games","Namco","7.5","","","","","","2008-07-02",""
"/games/boxart/4090802ccc.jpg","Street Fighter Alpha 3","DC","Fighting","Capcom","Capcom","8.4","","","","","","2000-05-31",""
"/games/boxart/full_2787589AmericaFrontccc.jpg","Street Fighter II' Hyper Fighting","XBL","Fighting","Capcom","Sensory Sweep","6.9","","","","","","2006-08-02",""
"/games/boxart/9786918ccc.jpg","Street Fighter III: 3rd Strike","DC","Fighting","Capcom","Capcom","7.8","","","","","","2000-10-04",""
"/games/boxart/full_street-fighter-iii-3rd-strike-online-edition_867AmericaFront.jpg","Street Fighter III: 3rd Strike Online Edition","PSN","Fighting","Capcom","Capcom","8.5","","","","","","2011-08-23",""
"/games/boxart/full_street-fighter-iii-3rd-strike-online-edition_136AmericaFront.jpg","Street Fighter III: 3rd Strike Online Edition","XBL","Fighting","Capcom","Capcom","9.3","","","","","","2011-08-23",""
"/games/boxart/full_4737354AmericaFrontccc.jpg","Street Fighter III: Double Impact","DC","Fighting","Capcom","Capcom","8","","","","","","2000-06-19",""
"/games/boxart/full_super-street-fighter-ii-turbo-hd-remix_8AmericaFront.jpg","Super Street Fighter II Turbo: HD Remix","PSN","Fighting","Capcom","Backbone Emeryville","9.1","","","","","","2008-11-25",""
"/games/boxart/full_7477810AmericaFrontccc.jpg","Super Street Fighter II Turbo: HD Remix","XBL","Fighting","Capcom","Backbone Emeryville","8.9","","","","","","2008-11-26",""
"/games/boxart/4476547ccc.jpg","Tech Romancer","DC","Fighting","Capcom","Capcom","8.3","","","","","","2000-03-31",""
"/games/boxart/4998632ccc.jpg","Tekken 5: Dark Resurrection","PSN","Fighting","Namco Bandai","Namco Bandai Games","8.1","","","","","","2007-03-01",""
"/games/boxart/default.jpg","The gamrReview Test Game","NES","Fighting","Unknown","VGChartz","10","","","","","","1994-01-13",""
"/games/boxart/full_9239388AmericaFrontccc.jpg","The King of Fighters '98 Ultimate Match","XBL","Fighting","SNK Playmore","SNK Playmore Corporation","7.6","","","","","","2009-07-01",""
"/games/boxart/full_315685AmericaFrontccc.jpg","The King of Fighters EX: Neo Blood","GBA","Fighting","Sammy Corporation","Marvelous Interactive","8.3","","","","","","2002-01-01",""
"/games/boxart/4285022ccc.jpg","The Last Blade 2: Heart of the Samurai","DC","Fighting","Agetec","SNK Corporation","8","","","","","","2001-08-06",""
"/games/boxart/full_3380303AmericaFrontccc.jpg","Ultimate Mortal Kombat 3","XBL","Fighting","Midway Games","Digital Eclipse","7.1","","","","","","2006-10-21",""
"/games/boxart/3904471ccc.jpg","Virtua Fighter","PC","Fighting","Sega","Sega-AM2","7.4","","","","","","1996-08-31",""
"/games/boxart/4071551ccc.jpg","Virtua Fighter 2","PC","Fighting","Sega","Sega-AM2","8.1","","","","","","1997-09-30",""
"/games/boxart/full_wwe-aftershock_645AmericaFront.jpg","WWE Aftershock","NGage","Fighting","Nokia","Exient Entertainment","5.4","","","","","","2005-08-15",""
"/games/boxart/7484215ccc.jpg","WWF SmackDown!","PS","Fighting","THQ","Yuke's","9","","","","","","2000-03-02",""
"/games/boxart/full_995793AmericaFrontccc.jpg","WWF WrestleMania: The Arcade Game","SNES","Fighting","Acclaim Entertainment","Sculptured Software","3","","","","","","1995-11-01",""
"/games/boxart/full_9595914JapanFrontccc.jpg","Zen-Nippon Onna Pro Wrestling: Joou Densetsu","PS","Fighting","TEN","GW","4.9","","","","","","1998-07-23",""
"/games/boxart/full_5328719AmericaFrontccc.png","Gang Beasts","PC","Fighting","Double Fine Presents","Boneloaf","6","","","","","","2017-12-12","2018-01-21"
"/games/boxart/full_2077869AmericaFrontccc.jpg","Nickelodeon All-Star Brawl","PS5","Fighting","GameMill Entertainment","Ludosity","7","","","","","","2021-10-05","2022-02-27"
"/games/boxart/full_minecraft_1AmericaFront.png","Minecraft","PC","Misc","Mojang","Mojang AB","10","","","","","","2010-05-10","2018-08-05"
"/games/boxart/full_6165969AmericaFrontccc.jpg","Wii Play","Wii","Misc","Nintendo","Nintendo EAD","5.9","","","","","","2007-02-12",""
"/games/boxart/full_7749365AmericaFrontccc.jpg","Brain Age: Train Your Brain in Minutes a Day","DS","Misc","Nintendo","Nintendo SDD","8.1","","","","","","2006-04-17",""
"/games/boxart/full_1039696AmericaFrontccc.jpg","Brain Age 2: More Training in Minutes a Day","DS","Misc","Nintendo","Nintendo SDD","8","","","","","","2007-08-20",""
"/games/boxart/full_just-dance-2_8AmericaFront.jpg","Just Dance 2","Wii","Misc","Ubisoft","Ubisoft Paris","7.3","","","","","","2010-10-12",""
"/games/boxart/full_just-dance-3_883AmericaFront.jpg","Just Dance 3","Wii","Misc","Ubisoft","Ubisoft Paris","7.5","","","","","","2011-10-07",""
"/games/boxart/full_wii-party_1AmericaFront.jpg","Wii Party","Wii","Misc","Nintendo","Nd Cube Co., Ltd.","7","","","","","","2010-10-03",""
"/games/boxart/full_7340729AmericaFrontccc.jpg","Mario Party DS","DS","Misc","Nintendo","Hudson Soft","7.1","","","","","","2007-11-19",""
"/games/boxart/full_7451822AmericaFrontccc.jpg","Mario Party 8","Wii","Misc","Nintendo","Hudson Soft","6.5","","","","","","2007-05-29",""
"/games/boxart/full_8805912AmericaFrontccc.jpg","Big Brain Academy","DS","Misc","Nintendo","Nintendo EAD","7.7","","","","","","2006-06-05",""
"/games/boxart/full_just-dance_8AmericaFront.jpg","Just Dance","Wii","Misc","Ubisoft","Ubisoft Paris","5.4","","","","","","2009-11-17",""
"/games/boxart/8982539ccc.jpg","Pok?mon Pinball","GBC","Misc","Nintendo","Jupiter Corporation","8.7","","","","","","1999-07-31","2018-01-06"
"/games/boxart/7892769ccc.jpg","EyeToy Play","PS2","Misc","Sony Computer Entertainment","SCEE London Studio","7.5","","","","","","2003-11-04",""
"/games/boxart/full_6559570AmericaFrontccc.jpg","Big Brain Academy: Wii Degree","Wii","Misc","Nintendo","Nintendo EAD","7.1","","","","","","2007-06-11",""
"/games/boxart/full_3097585AmericaFrontccc.jpg","Flash Focus: Vision Training in Minutes a Day","DS","Misc","Nintendo","Bandai Namco Games","6.1","","","","","","2007-10-15",""
"/games/boxart/full_5100943AmericaFrontccc.jpg","Personal Trainer: Cooking","DS","Misc","Nintendo","Nintendo EAD","8.4","","","","","","2008-11-24",""
"/games/boxart/2276753ccc.jpg","Mario Party","N64","Misc","Nintendo","Hudson Soft","7.6","","","","","","1999-02-08",""
"/games/boxart/7521321ccc.gif","Clubhouse Games","DS","Misc","Nintendo","Agenda","8.3","","","","","","2006-10-09",""
"/games/boxart/6052819ccc.jpg","Mario Party 4","GC","Misc","Nintendo","Hudson Soft","7","","","","","","2002-10-21",""
"/games/boxart/full_art-academy_9AmericaFront.jpg","Art Academy","DS","Misc","Nintendo","Headstrong Games","6.8","","","","","","2010-10-25",""
"/games/boxart/full_2881504PALFrontccc.jpg","Mario Party 10","WiiU","Misc","Nintendo","Nd Cube Co., Ltd.","6.3","","","","","","2015-03-20","2018-01-24"
"/games/boxart/full_4454739AmericaFrontccc.jpg","Mario Party 5","GC","Misc","Nintendo","Hudson Soft","5.9","","","","","","2003-11-10",""
"/games/boxart/full_5179365AmericaFrontccc.jpg","Mario Party 7","GC","Misc","Nintendo","Hudson Soft","6","","","","","","2005-11-07",""
"/games/boxart/9566058ccc.jpg","Mario Party 3","N64","Misc","Nintendo","Hudson Soft","7","","","","","","2001-05-06",""
"/games/boxart/full_3658270AmericaFrontccc.jpg","Guitar Hero","PS2","Misc","RedOctane","Harmonix Music Systems","8","","","","","","2005-11-07",""
"/games/boxart/1498647ccc.jpg","Sonic Mega Collection","GC","Misc","Sega","Sonic Team","7.5","","","","","","2002-11-10",""
"/games/boxart/full_wii-play-motion_53AmericaFront.png","Wii Play: Motion","Wii","Misc","Nintendo","Nintendo EAD","5.2","","","","","","2011-06-13",""
"/games/boxart/6739439ccc.jpg","Mario Party 6","GC","Misc","Nintendo","Hudson Soft","7.2","","","","","","2004-12-06",""
"/games/boxart/full_audiosurf_414PALFront.jpg","AudioSurf","PC","Misc","Invisible Handlebar","BestGameEver.com","8.2","","","","","","2008-02-15",""
"/games/boxart/full_7635995AmericaFrontccc.jpg","Nintendo Labo: Toy-Con 01 Variety Kit","NS","Misc","Nintendo","Nintendo EPD","7.7","","","","","","2018-04-20","2018-11-19"
"/games/boxart/full_5783144AmericaFrontccc.jpg","Super Monkey Ball: Banana Blitz","Wii","Misc","Sega","Sega","7.3","","","","","","2006-11-14",""
"/games/boxart/6735015ccc.jpg","Donkey Konga","GC","Misc","Nintendo","Namco","7.3","","","","","","2004-09-27",""
"/games/boxart/full_to-the-moon_453AmericaFront.png","To the Moon","PC","Misc","Unknown","Freebird Games","8.5","","","","","","2011-11-01",""
"/games/boxart/full_4371521AmericaFrontccc.jpg","PaRappa The Rapper","PS","Misc","Sony Computer Entertainment","NanaOn-Sha","9.2","","","","","","1997-10-31",""
"/games/boxart/full_8386128AmericaFrontccc.jpg","UNO","XBL","Misc","Microsoft","Carbonated Games","8","","","","","","2006-05-09",""
"/games/boxart/full_poker-night-at-the-inventory_619AmericaFront.jpg","Poker Night at the Inventory","PC","Misc","Telltale Games","Telltale Games","8","","","","","","2010-11-22",""
